location,target_end_date,target_type,true_value,location_name,population
HU,2020-08-29,Cases,536,Hungary,9781127
HU,2020-09-05,Cases,2223,Hungary,9781127
HU,2020-09-12,Cases,3933,Hungary,9781127
HU,2020-09-19,Cases,5095,Hungary,9781127
HU,2020-09-26,Cases,6157,Hungary,9781127
HU,2020-10-03,Cases,6640,Hungary,9781127
HU,2020-10-10,Cases,6879,Hungary,9781127
HU,2020-10-17,Cases,8220,Hungary,9781127
HU,2020-10-24,Cases,11282,Hungary,9781127
HU,2020-10-31,Cases,19223,Hungary,9781127
HU,2020-11-07,Cases,29622,Hungary,9781127
HU,2020-11-14,Cases,31780,Hungary,9781127
HU,2020-11-21,Cases,33575,Hungary,9781127
HU,2020-11-28,Cases,34410,Hungary,9781127
HU,2020-12-05,Cases,38873,Hungary,9781127
HU,2020-12-12,Cases,32666,Hungary,9781127
HU,2020-12-19,Cases,23775,Hungary,9781127
HU,2020-12-26,Cases,15340,Hungary,9781127
HU,2021-01-02,Cases,11326,Hungary,9781127
HU,2021-01-09,Cases,13771,Hungary,9781127
HU,2021-01-16,Cases,10128,Hungary,9781127
HU,2021-01-23,Cases,7730,Hungary,9781127
HU,2021-01-30,Cases,7962,Hungary,9781127
HU,2021-02-06,Cases,8846,Hungary,9781127
HU,2021-02-13,Cases,10630,Hungary,9781127
HU,2021-02-20,Cases,14356,Hungary,9781127
HU,2021-02-27,Cases,24019,Hungary,9781127
HU,2021-03-06,Cases,35686,Hungary,9781127
HU,2021-03-13,Cases,47811,Hungary,9781127
HU,2021-03-20,Cases,53344,Hungary,9781127
HU,2021-03-27,Cases,63808,Hungary,9781127
HU,2021-04-03,Cases,54634,Hungary,9781127
HU,2021-04-10,Cases,34455,Hungary,9781127
HU,2021-04-17,Cases,32934,Hungary,9781127
HU,2021-04-24,Cases,20388,Hungary,9781127
HU,2021-05-01,Cases,14109,Hungary,9781127
HU,2021-05-08,Cases,9265,Hungary,9781127
HU,2021-05-15,Cases,6865,Hungary,9781127
HU,2021-05-22,Cases,4243,Hungary,9781127
HU,2021-05-29,Cases,2360,Hungary,9781127
HU,2021-06-05,Cases,1839,Hungary,9781127
HU,2021-06-12,Cases,919,Hungary,9781127
HU,2021-06-19,Cases,638,Hungary,9781127
HU,2021-06-26,Cases,482,Hungary,9781127
HU,2021-07-03,Cases,287,Hungary,9781127
HU,2021-07-10,Cases,240,Hungary,9781127
HU,2021-07-17,Cases,288,Hungary,9781127
HU,2021-07-24,Cases,376,Hungary,9781127
HU,2021-07-31,Cases,390,Hungary,9781127
HU,2021-08-07,Cases,364,Hungary,9781127
HU,2021-08-14,Cases,461,Hungary,9781127
HU,2021-08-21,Cases,465,Hungary,9781127
HU,2021-08-28,Cases,925,Hungary,9781127
HU,2021-09-04,Cases,1334,Hungary,9781127
HU,2021-09-11,Cases,1692,Hungary,9781127
HU,2021-09-18,Cases,2427,Hungary,9781127
HU,2021-09-25,Cases,2919,Hungary,9781127
HU,2021-10-02,Cases,3306,Hungary,9781127
HU,2021-10-09,Cases,4026,Hungary,9781127
HU,2021-10-16,Cases,5705,Hungary,9781127
HU,2021-10-23,Cases,10710,Hungary,9781127
HU,2021-10-30,Cases,19594,Hungary,9781127
HU,2021-11-06,Cases,28745,Hungary,9781127
HU,2021-11-13,Cases,47620,Hungary,9781127
HU,2021-11-20,Cases,58704,Hungary,9781127
HU,2021-11-27,Cases,70400,Hungary,9781127
HU,2021-12-04,Cases,65981,Hungary,9781127
HU,2021-12-11,Cases,48053,Hungary,9781127
HU,2021-12-18,Cases,35373,Hungary,9781127
HU,2021-12-25,Cases,19035,Hungary,9781127
HU,2022-01-01,Cases,19085,Hungary,9781127
HU,2022-01-08,Cases,26542,Hungary,9781127
HU,2022-01-15,Cases,44057,Hungary,9781127
HU,2022-01-22,Cases,74443,Hungary,9781127
HU,2022-01-29,Cases,106901,Hungary,9781127
HU,2022-02-05,Cases,108488,Hungary,9781127
HU,2022-02-12,Cases,79145,Hungary,9781127
HU,2022-02-19,Cases,50433,Hungary,9781127
HU,2022-02-26,Cases,32750,Hungary,9781127
HU,2022-03-05,Cases,20872,Hungary,9781127
HU,2022-03-12,Cases,14316,Hungary,9781127
HU,2022-03-19,Cases,9727,Hungary,9781127
HU,2022-03-26,Cases,15269,Hungary,9781127
HU,2022-04-02,Cases,14840,Hungary,9781127
HU,2022-04-09,Cases,13809,Hungary,9781127
HU,2022-04-16,Cases,11473,Hungary,9781127
HU,2022-04-23,Cases,11473,Hungary,9781127
HU,2022-04-30,Cases,10064,Hungary,9781127
HU,2022-05-07,Cases,2183,Hungary,9781127
HU,2022-05-14,Cases,6748,Hungary,9781127
HU,2022-05-21,Cases,4749,Hungary,9781127
HU,2022-05-28,Cases,3080,Hungary,9781127
HU,2022-06-04,Cases,2063,Hungary,9781127
HU,2022-06-11,Cases,1646,Hungary,9781127
HU,2022-06-18,Cases,1636,Hungary,9781127
HU,2022-06-25,Cases,1961,Hungary,9781127
HU,2022-07-02,Cases,3042,Hungary,9781127
HU,2022-07-09,Cases,4663,Hungary,9781127
HU,2022-07-16,Cases,8036,Hungary,9781127
HU,2022-07-23,Cases,10255,Hungary,9781127
HU,2022-07-30,Cases,14402,Hungary,9781127
HU,2022-08-06,Cases,21840,Hungary,9781127
HU,2022-08-13,Cases,18078,Hungary,9781127
HU,2022-08-20,Cases,16249,Hungary,9781127
HU,2022-08-27,Cases,14742,Hungary,9781127
HU,2022-09-03,Cases,12157,Hungary,9781127
HU,2022-09-10,Cases,10300,Hungary,9781127
HU,2022-09-17,Cases,11596,Hungary,9781127
HU,2022-09-24,Cases,12307,Hungary,9781127
HU,2022-10-01,Cases,11392,Hungary,9781127
HU,2022-10-08,Cases,13765,Hungary,9781127
HU,2022-10-15,Cases,12636,Hungary,9781127
HU,2022-10-22,Cases,11947,Hungary,9781127
HU,2022-10-29,Cases,9023,Hungary,9781127
HU,2022-11-05,Cases,0,Hungary,9781127
HU,2022-11-12,Cases,12051,Hungary,9781127
HU,2022-11-19,Cases,4431,Hungary,9781127
HU,2022-11-26,Cases,4098,Hungary,9781127
HU,2022-12-03,Cases,4259,Hungary,9781127
IE,2020-01-25,Cases,0,Ireland,4813608
IE,2020-02-01,Cases,0,Ireland,4813608
IE,2020-02-08,Cases,0,Ireland,4813608
IE,2020-02-15,Cases,0,Ireland,4813608
IE,2020-02-22,Cases,0,Ireland,4813608
IE,2020-02-29,Cases,1,Ireland,4813608
IE,2020-03-07,Cases,17,Ireland,4813608
IE,2020-03-14,Cases,111,Ireland,4813608
IE,2020-03-21,Cases,656,Ireland,4813608
IE,2020-03-28,Cases,1630,Ireland,4813608
IE,2020-04-04,Cases,2189,Ireland,4813608
IE,2020-04-11,Cases,4324,Ireland,4813608
IE,2020-04-18,Cases,5830,Ireland,4813608
IE,2020-04-25,Cases,3803,Ireland,4813608
IE,2020-05-02,Cases,2615,Ireland,4813608
IE,2020-05-09,Cases,1584,Ireland,4813608
IE,2020-05-16,Cases,1288,Ireland,4813608
IE,2020-05-23,Cases,534,Ireland,4813608
IE,2020-05-30,Cases,347,Ireland,4813608
IE,2020-06-06,Cases,254,Ireland,4813608
IE,2020-06-13,Cases,112,Ireland,4813608
IE,2020-06-20,Cases,79,Ireland,4813608
IE,2020-06-27,Cases,63,Ireland,4813608
IE,2020-07-04,Cases,72,Ireland,4813608
IE,2020-07-11,Cases,102,Ireland,4813608
IE,2020-07-18,Cases,139,Ireland,4813608
IE,2020-07-25,Cases,119,Ireland,4813608
IE,2020-08-01,Cases,240,Ireland,4813608
IE,2020-08-08,Cases,535,Ireland,4813608
IE,2020-08-15,Cases,547,Ireland,4813608
IE,2020-08-22,Cases,717,Ireland,4813608
IE,2020-08-29,Cases,812,Ireland,4813608
IE,2020-09-05,Cases,814,Ireland,4813608
IE,2020-09-12,Cases,1196,Ireland,4813608
IE,2020-09-19,Cases,1808,Ireland,4813608
IE,2020-09-26,Cases,2022,Ireland,4813608
IE,2020-10-03,Cases,3108,Ireland,4813608
IE,2020-10-10,Cases,4046,Ireland,4813608
IE,2020-10-17,Cases,6964,Ireland,4813608
IE,2020-10-24,Cases,7430,Ireland,4813608
IE,2020-10-31,Cases,5348,Ireland,4813608
IE,2020-11-07,Cases,3399,Ireland,4813608
IE,2020-11-14,Cases,2671,Ireland,4813608
IE,2020-11-21,Cases,2617,Ireland,4813608
IE,2020-11-28,Cases,1799,Ireland,4813608
IE,2020-12-05,Cases,2006,Ireland,4813608
IE,2020-12-12,Cases,1808,Ireland,4813608
IE,2020-12-19,Cases,3020,Ireland,4813608
IE,2020-12-26,Cases,6618,Ireland,4813608
IE,2021-01-02,Cases,11532,Ireland,4813608
IE,2021-01-09,Cases,43801,Ireland,4813608
IE,2021-01-16,Cases,29053,Ireland,4813608
IE,2021-01-23,Cases,16404,Ireland,4813608
IE,2021-01-30,Cases,9119,Ireland,4813608
IE,2021-02-06,Cases,7245,Ireland,4813608
IE,2021-02-13,Cases,6248,Ireland,4813608
IE,2021-02-20,Cases,5582,Ireland,4813608
IE,2021-02-27,Cases,4602,Ireland,4813608
IE,2021-03-06,Cases,3719,Ireland,4813608
IE,2021-03-13,Cases,3659,Ireland,4813608
IE,2021-03-20,Cases,3473,Ireland,4813608
IE,2021-03-27,Cases,4106,Ireland,4813608
IE,2021-04-03,Cases,3758,Ireland,4813608
IE,2021-04-10,Cases,2948,Ireland,4813608
IE,2021-04-17,Cases,2595,Ireland,4813608
IE,2021-04-24,Cases,2966,Ireland,4813608
IE,2021-05-01,Cases,3233,Ireland,4813608
IE,2021-05-08,Cases,2866,Ireland,4813608
IE,2021-05-15,Cases,3028,Ireland,4813608
IE,2021-05-22,Cases,3032,Ireland,4813608
IE,2021-05-29,Cases,2943,Ireland,4813608
IE,2021-06-05,Cases,2879,Ireland,4813608
IE,2021-06-12,Cases,2304,Ireland,4813608
IE,2021-06-19,Cases,2155,Ireland,4813608
IE,2021-06-26,Cases,2276,Ireland,4813608
IE,2021-07-03,Cases,2824,Ireland,4813608
IE,2021-07-10,Cases,3572,Ireland,4813608
IE,2021-07-17,Cases,6015,Ireland,4813608
IE,2021-07-24,Cases,8539,Ireland,4813608
IE,2021-07-31,Cases,9106,Ireland,4813608
IE,2021-08-07,Cases,9652,Ireland,4813608
IE,2021-08-14,Cases,12361,Ireland,4813608
IE,2021-08-21,Cases,12440,Ireland,4813608
IE,2021-08-28,Cases,12638,Ireland,4813608
IE,2021-09-04,Cases,7572,Ireland,4813608
IE,2021-09-11,Cases,9674,Ireland,4813608
IE,2021-09-18,Cases,8830,Ireland,4813608
IE,2021-09-25,Cases,9075,Ireland,4813608
IE,2021-10-02,Cases,9357,Ireland,4813608
IE,2021-10-09,Cases,9198,Ireland,4813608
IE,2021-10-16,Cases,11961,Ireland,4813608
IE,2021-10-23,Cases,14418,Ireland,4813608
IE,2021-10-30,Cases,15479,Ireland,4813608
IE,2021-11-06,Cases,22327,Ireland,4813608
IE,2021-11-13,Cases,28685,Ireland,4813608
IE,2021-11-20,Cases,30140,Ireland,4813608
IE,2021-11-27,Cases,31536,Ireland,4813608
IE,2021-12-04,Cases,32775,Ireland,4813608
IE,2021-12-11,Cases,29862,Ireland,4813608
IE,2021-12-18,Cases,32520,Ireland,4813608
IE,2021-12-25,Cases,53846,Ireland,4813608
IE,2022-01-01,Cases,106518,Ireland,4813608
IE,2022-01-08,Cases,144880,Ireland,4813608
IE,2022-01-15,Cases,136016,Ireland,4813608
IE,2022-01-22,Cases,48501,Ireland,4813608
IE,2022-01-29,Cases,28408,Ireland,4813608
IE,2022-02-05,Cases,36269,Ireland,4813608
IE,2022-02-12,Cases,36892,Ireland,4813608
IE,2022-02-19,Cases,22318,Ireland,4813608
IE,2022-02-26,Cases,27088,Ireland,4813608
IE,2022-03-05,Cases,22888,Ireland,4813608
IE,2022-03-12,Cases,26726,Ireland,4813608
IE,2022-03-19,Cases,23641,Ireland,4813608
IE,2022-03-26,Cases,57478,Ireland,4813608
IE,2022-04-02,Cases,42205,Ireland,4813608
IE,2022-04-09,Cases,22014,Ireland,4813608
IE,2022-04-16,Cases,11670,Ireland,4813608
IE,2022-04-23,Cases,10702,Ireland,4813608
IE,2022-04-30,Cases,7576,Ireland,4813608
IE,2022-05-07,Cases,5251,Ireland,4813608
IE,2022-05-14,Cases,13088,Ireland,4813608
IE,2022-05-21,Cases,16384,Ireland,4813608
IE,2022-05-28,Cases,9797,Ireland,4813608
IE,2022-06-04,Cases,4338,Ireland,4813608
IE,2022-06-11,Cases,4549,Ireland,4813608
IE,2022-06-18,Cases,7765,Ireland,4813608
IE,2022-06-25,Cases,9101,Ireland,4813608
IE,2022-07-02,Cases,13229,Ireland,4813608
IE,2022-07-09,Cases,14017,Ireland,4813608
IE,2022-07-16,Cases,14114,Ireland,4813608
IE,2022-07-23,Cases,10714,Ireland,4813608
IE,2022-07-30,Cases,4707,Ireland,4813608
IE,2022-08-06,Cases,3439,Ireland,4813608
IE,2022-08-13,Cases,3186,Ireland,4813608
IE,2022-08-20,Cases,2785,Ireland,4813608
IE,2022-08-27,Cases,1762,Ireland,4813608
IE,2022-09-03,Cases,1618,Ireland,4813608
IE,2022-09-10,Cases,2078,Ireland,4813608
IE,2022-09-17,Cases,1601,Ireland,4813608
IE,2022-09-24,Cases,1373,Ireland,4813608
IE,2022-10-01,Cases,1645,Ireland,4813608
IE,2022-10-08,Cases,2395,Ireland,4813608
IE,2022-10-15,Cases,2253,Ireland,4813608
IE,2022-10-22,Cases,2076,Ireland,4813608
IE,2022-10-29,Cases,1942,Ireland,4813608
IE,2022-11-05,Cases,1346,Ireland,4813608
IE,2022-11-12,Cases,2058,Ireland,4813608
IE,2022-11-19,Cases,1663,Ireland,4813608
IE,2022-11-26,Cases,1441,Ireland,4813608
IE,2022-12-03,Cases,1721,Ireland,4813608
IS,2020-01-25,Cases,0,Iceland,341284
IS,2020-02-01,Cases,0,Iceland,341284
IS,2020-02-08,Cases,0,Iceland,341284
IS,2020-02-15,Cases,0,Iceland,341284
IS,2020-02-22,Cases,0,Iceland,341284
IS,2020-02-29,Cases,1,Iceland,341284
IS,2020-03-07,Cases,49,Iceland,341284
IS,2020-03-14,Cases,106,Iceland,341284
IS,2020-03-21,Cases,317,Iceland,341284
IS,2020-03-28,Cases,490,Iceland,341284
IS,2020-04-04,Cases,454,Iceland,341284
IS,2020-04-11,Cases,272,Iceland,341284
IS,2020-04-18,Cases,71,Iceland,341284
IS,2020-04-25,Cases,30,Iceland,341284
IS,2020-05-02,Cases,8,Iceland,341284
IS,2020-05-09,Cases,3,Iceland,341284
IS,2020-05-16,Cases,1,Iceland,341284
IS,2020-05-23,Cases,2,Iceland,341284
IS,2020-05-30,Cases,2,Iceland,341284
IS,2020-06-06,Cases,0,Iceland,341284
IS,2020-06-13,Cases,2,Iceland,341284
IS,2020-06-20,Cases,7,Iceland,341284
IS,2020-06-27,Cases,5,Iceland,341284
IS,2020-07-04,Cases,10,Iceland,341284
IS,2020-07-11,Cases,3,Iceland,341284
IS,2020-07-18,Cases,5,Iceland,341284
IS,2020-07-25,Cases,5,Iceland,341284
IS,2020-08-01,Cases,50,Iceland,341284
IS,2020-08-08,Cases,62,Iceland,341284
IS,2020-08-15,Cases,44,Iceland,341284
IS,2020-08-22,Cases,59,Iceland,341284
IS,2020-08-29,Cases,42,Iceland,341284
IS,2020-09-05,Cases,36,Iceland,341284
IS,2020-09-12,Cases,26,Iceland,341284
IS,2020-09-19,Cases,145,Iceland,341284
IS,2020-09-26,Cases,294,Iceland,341284
IS,2020-10-03,Cases,271,Iceland,341284
IS,2020-10-10,Cases,588,Iceland,341284
IS,2020-10-17,Cases,538,Iceland,341284
IS,2020-10-24,Cases,396,Iceland,341284
IS,2020-10-31,Cases,471,Iceland,341284
IS,2020-11-07,Cases,198,Iceland,341284
IS,2020-11-14,Cases,123,Iceland,341284
IS,2020-11-21,Cases,83,Iceland,341284
IS,2020-11-28,Cases,102,Iceland,341284
IS,2020-12-05,Cases,105,Iceland,341284
IS,2020-12-12,Cases,76,Iceland,341284
IS,2020-12-19,Cases,69,Iceland,341284
IS,2020-12-26,Cases,62,Iceland,341284
IS,2021-01-02,Cases,71,Iceland,341284
IS,2021-01-09,Cases,126,Iceland,341284
IS,2021-01-16,Cases,76,Iceland,341284
IS,2021-01-23,Cases,25,Iceland,341284
IS,2021-01-30,Cases,21,Iceland,341284
IS,2021-02-06,Cases,19,Iceland,341284
IS,2021-02-13,Cases,12,Iceland,341284
IS,2021-02-20,Cases,12,Iceland,341284
IS,2021-02-27,Cases,4,Iceland,341284
IS,2021-03-06,Cases,10,Iceland,341284
IS,2021-03-13,Cases,13,Iceland,341284
IS,2021-03-20,Cases,25,Iceland,341284
IS,2021-03-27,Cases,66,Iceland,341284
IS,2021-04-03,Cases,62,Iceland,341284
IS,2021-04-10,Cases,33,Iceland,341284
IS,2021-04-17,Cases,28,Iceland,341284
IS,2021-04-24,Cases,104,Iceland,341284
IS,2021-05-01,Cases,82,Iceland,341284
IS,2021-05-08,Cases,34,Iceland,341284
IS,2021-05-15,Cases,31,Iceland,341284
IS,2021-05-22,Cases,18,Iceland,341284
IS,2021-05-29,Cases,21,Iceland,341284
IS,2021-06-05,Cases,21,Iceland,341284
IS,2021-06-12,Cases,19,Iceland,341284
IS,2021-06-19,Cases,11,Iceland,341284
IS,2021-06-26,Cases,10,Iceland,341284
IS,2021-07-03,Cases,17,Iceland,341284
IS,2021-07-10,Cases,21,Iceland,341284
IS,2021-07-17,Cases,43,Iceland,341284
IS,2021-07-24,Cases,430,Iceland,341284
IS,2021-07-31,Cases,811,Iceland,341284
IS,2021-08-07,Cases,779,Iceland,341284
IS,2021-08-14,Cases,720,Iceland,341284
IS,2021-08-21,Cases,595,Iceland,341284
IS,2021-08-28,Cases,552,Iceland,341284
IS,2021-09-04,Cases,405,Iceland,341284
IS,2021-09-11,Cases,224,Iceland,341284
IS,2021-09-18,Cases,170,Iceland,341284
IS,2021-09-25,Cases,228,Iceland,341284
IS,2021-10-02,Cases,207,Iceland,341284
IS,2021-10-09,Cases,308,Iceland,341284
IS,2021-10-16,Cases,308,Iceland,341284
IS,2021-10-23,Cases,444,Iceland,341284
IS,2021-10-30,Cases,593,Iceland,341284
IS,2021-11-06,Cases,763,Iceland,341284
IS,2021-11-13,Cases,1066,Iceland,341284
IS,2021-11-20,Cases,1114,Iceland,341284
IS,2021-11-27,Cases,1011,Iceland,341284
IS,2021-12-04,Cases,887,Iceland,341284
IS,2021-12-11,Cases,826,Iceland,341284
IS,2021-12-18,Cases,1073,Iceland,341284
IS,2021-12-25,Cases,1855,Iceland,341284
IS,2022-01-01,Cases,4972,Iceland,341284
IS,2022-01-08,Cases,9388,Iceland,341284
IS,2022-01-15,Cases,8527,Iceland,341284
IS,2022-01-22,Cases,9605,Iceland,341284
IS,2022-01-29,Cases,9907,Iceland,341284
IS,2022-02-05,Cases,9044,Iceland,341284
IS,2022-02-12,Cases,12450,Iceland,341284
IS,2022-02-19,Cases,16106,Iceland,341284
IS,2022-02-26,Cases,21287,Iceland,341284
IS,2022-03-05,Cases,17556,Iceland,341284
IS,2022-03-12,Cases,17604,Iceland,341284
IS,2022-03-19,Cases,12273,Iceland,341284
IS,2022-03-26,Cases,7579,Iceland,341284
IS,2022-04-02,Cases,3445,Iceland,341284
IS,2022-04-09,Cases,1533,Iceland,341284
IS,2022-04-16,Cases,611,Iceland,341284
IS,2022-04-23,Cases,1100,Iceland,341284
IS,2022-04-30,Cases,505,Iceland,341284
IS,2022-05-07,Cases,382,Iceland,341284
IS,2022-05-14,Cases,584,Iceland,341284
IS,2022-05-21,Cases,717,Iceland,341284
IS,2022-05-28,Cases,687,Iceland,341284
IS,2022-06-04,Cases,975,Iceland,341284
IS,2022-06-11,Cases,1090,Iceland,341284
IS,2022-06-18,Cases,1065,Iceland,341284
IS,2022-06-25,Cases,1912,Iceland,341284
IS,2022-07-02,Cases,2268,Iceland,341284
IS,2022-07-09,Cases,2448,Iceland,341284
IS,2022-07-16,Cases,1904,Iceland,341284
IS,2022-07-23,Cases,1471,Iceland,341284
IS,2022-07-30,Cases,1075,Iceland,341284
IS,2022-08-06,Cases,674,Iceland,341284
IS,2022-08-13,Cases,687,Iceland,341284
IS,2022-08-20,Cases,539,Iceland,341284
IS,2022-08-27,Cases,211,Iceland,341284
IS,2022-09-03,Cases,449,Iceland,341284
IS,2022-09-10,Cases,292,Iceland,341284
IS,2022-09-17,Cases,275,Iceland,341284
IS,2022-09-24,Cases,170,Iceland,341284
IS,2022-10-01,Cases,183,Iceland,341284
IS,2022-10-08,Cases,186,Iceland,341284
IS,2022-10-15,Cases,140,Iceland,341284
IS,2022-10-22,Cases,171,Iceland,341284
IS,2022-10-29,Cases,222,Iceland,341284
IS,2022-11-05,Cases,215,Iceland,341284
IS,2022-11-12,Cases,232,Iceland,341284
IS,2022-11-19,Cases,0,Iceland,341284
IS,2022-11-26,Cases,0,Iceland,341284
IS,2022-12-03,Cases,298,Iceland,341284
IT,2020-01-25,Cases,0,Italy,60551416
IT,2020-02-01,Cases,2,Italy,60551416
IT,2020-02-08,Cases,1,Italy,60551416
IT,2020-02-15,Cases,0,Italy,60551416
IT,2020-02-22,Cases,59,Italy,60551416
IT,2020-02-29,Cases,1066,Italy,60551416
IT,2020-03-07,Cases,4755,Italy,60551416
IT,2020-03-14,Cases,15274,Italy,60551416
IT,2020-03-21,Cases,32421,Italy,60551416
IT,2020-03-28,Cases,38894,Italy,60551416
IT,2020-04-04,Cases,32160,Italy,60551416
IT,2020-04-11,Cases,27639,Italy,60551416
IT,2020-04-18,Cases,23654,Italy,60551416
IT,2020-04-25,Cases,19426,Italy,60551416
IT,2020-05-02,Cases,13977,Italy,60551416
IT,2020-05-09,Cases,8940,Italy,60551416
IT,2020-05-16,Cases,6492,Italy,60551416
IT,2020-05-23,Cases,4567,Italy,60551416
IT,2020-05-30,Cases,3337,Italy,60551416
IT,2020-06-06,Cases,2137,Italy,60551416
IT,2020-06-13,Cases,1850,Italy,60551416
IT,2020-06-20,Cases,1624,Italy,60551416
IT,2020-06-27,Cases,1861,Italy,60551416
IT,2020-07-04,Cases,1283,Italy,60551416
IT,2020-07-11,Cases,1408,Italy,60551416
IT,2020-07-18,Cases,1389,Italy,60551416
IT,2020-07-25,Cases,1648,Italy,60551416
IT,2020-08-01,Cases,1968,Italy,60551416
IT,2020-08-08,Cases,2271,Italy,60551416
IT,2020-08-15,Cases,3335,Italy,60551416
IT,2020-08-22,Cases,4698,Italy,60551416
IT,2020-08-29,Cases,8717,Italy,60551416
IT,2020-09-05,Cases,9485,Italy,60551416
IT,2020-09-12,Cases,9959,Italy,60551416
IT,2020-09-19,Cases,10272,Italy,60551416
IT,2020-09-26,Cases,11535,Italy,60551416
IT,2020-10-03,Cases,14647,Italy,60551416
IT,2020-10-10,Cases,26743,Italy,60551416
IT,2020-10-17,Cases,53042,Italy,60551416
IT,2020-10-24,Cases,101973,Italy,60551416
IT,2020-10-31,Cases,174921,Italy,60551416
IT,2020-11-07,Cases,223060,Italy,60551416
IT,2020-11-14,Cases,242062,Italy,60551416
IT,2020-11-21,Cases,235979,Italy,60551416
IT,2020-11-28,Cases,184001,Italy,60551416
IT,2020-12-05,Cases,145459,Italy,60551416
IT,2020-12-12,Cases,115784,Italy,60551416
IT,2020-12-19,Cases,112308,Italy,60551416
IT,2020-12-26,Cases,100676,Italy,60551416
IT,2021-01-02,Cases,102442,Italy,60551416
IT,2021-01-09,Cases,116665,Italy,60551416
IT,2021-01-16,Cases,110867,Italy,60551416
IT,2021-01-23,Cases,86452,Italy,60551416
IT,2021-01-30,Cases,86598,Italy,60551416
IT,2021-02-06,Cases,83315,Italy,60551416
IT,2021-02-13,Cases,85721,Italy,60551416
IT,2021-02-20,Cases,84977,Italy,60551416
IT,2021-02-27,Cases,112029,Italy,60551416
IT,2021-03-06,Cases,138937,Italy,60551416
IT,2021-03-13,Cases,155076,Italy,60551416
IT,2021-03-20,Cases,154493,Italy,60551416
IT,2021-03-27,Cases,156122,Italy,60551416
IT,2021-04-03,Cases,137794,Italy,60551416
IT,2021-04-10,Cases,103830,Italy,60551416
IT,2021-04-17,Cases,103366,Italy,60551416
IT,2021-04-24,Cases,92074,Italy,60551416
IT,2021-05-01,Cases,86100,Italy,60551416
IT,2021-05-08,Cases,67304,Italy,60551416
IT,2021-05-15,Cases,50453,Italy,60551416
IT,2021-05-22,Cases,34816,Italy,60551416
IT,2021-05-29,Cases,24865,Italy,60551416
IT,2021-06-05,Cases,17098,Italy,60551416
IT,2021-06-12,Cases,13329,Italy,60551416
IT,2021-06-19,Cases,8613,Italy,60551416
IT,2021-06-26,Cases,5194,Italy,60551416
IT,2021-07-03,Cases,5222,Italy,60551416
IT,2021-07-10,Cases,7374,Italy,60551416
IT,2021-07-17,Cases,14447,Italy,60551416
IT,2021-07-24,Cases,28341,Italy,60551416
IT,2021-07-31,Cases,37355,Italy,60551416
IT,2021-08-07,Cases,40656,Italy,60551416
IT,2021-08-14,Cases,44324,Italy,60551416
IT,2021-08-21,Cases,43683,Italy,60551416
IT,2021-08-28,Cases,45601,Italy,60551416
IT,2021-09-04,Cases,41834,Italy,60551416
IT,2021-09-11,Cases,35623,Italy,60551416
IT,2021-09-18,Cases,30526,Italy,60551416
IT,2021-09-25,Cases,24940,Italy,60551416
IT,2021-10-02,Cases,21852,Italy,60551416
IT,2021-10-09,Cases,18971,Italy,60551416
IT,2021-10-16,Cases,17426,Italy,60551416
IT,2021-10-23,Cases,21998,Italy,60551416
IT,2021-10-30,Cases,29978,Italy,60551416
IT,2021-11-06,Cases,34785,Italy,60551416
IT,2021-11-13,Cases,50271,Italy,60551416
IT,2021-11-20,Cases,63485,Italy,60551416
IT,2021-11-27,Cases,78910,Italy,60551416
IT,2021-12-04,Cases,99181,Italy,60551416
IT,2021-12-11,Cases,112233,Italy,60551416
IT,2021-12-18,Cases,158547,Italy,60551416
IT,2021-12-25,Cases,257579,Italy,60551416
IT,2022-01-01,Cases,644508,Italy,60551416
IT,2022-01-08,Cases,1014358,Italy,60551416
IT,2022-01-15,Cases,1268153,Italy,60551416
IT,2022-01-22,Cases,1231741,Italy,60551416
IT,2022-01-29,Cases,1040184,Italy,60551416
IT,2022-02-05,Cases,721418,Italy,60551416
IT,2022-02-12,Cases,510537,Italy,60551416
IT,2022-02-19,Cases,374443,Italy,60551416
IT,2022-02-26,Cases,304907,Italy,60551416
IT,2022-03-05,Cases,257543,Italy,60551416
IT,2022-03-12,Cases,332956,Italy,60551416
IT,2022-03-19,Cases,477000,Italy,60551416
IT,2022-03-26,Cases,503932,Italy,60551416
IT,2022-04-02,Cases,486695,Italy,60551416
IT,2022-04-09,Cases,447322,Italy,60551416
IT,2022-04-16,Cases,421707,Italy,60551416
IT,2022-04-23,Cases,419374,Italy,60551416
IT,2022-04-30,Cases,383991,Italy,60551416
IT,2022-05-07,Cases,304573,Italy,60551416
IT,2022-05-14,Cases,262374,Italy,60551416
IT,2022-05-21,Cases,199116,Italy,60551416
IT,2022-05-28,Cases,144478,Italy,60551416
IT,2022-06-04,Cases,116710,Italy,60551416
IT,2022-06-11,Cases,143614,Italy,60551416
IT,2022-06-18,Cases,210840,Italy,60551416
IT,2022-06-25,Cases,340012,Italy,60551416
IT,2022-07-02,Cases,511037,Italy,60551416
IT,2022-07-09,Cases,661984,Italy,60551416
IT,2022-07-16,Cases,718925,Italy,60551416
IT,2022-07-23,Cases,531327,Italy,60551416
IT,2022-07-30,Cases,394583,Italy,60551416
IT,2022-08-06,Cases,283998,Italy,60551416
IT,2022-08-13,Cases,193305,Italy,60551416
IT,2022-08-20,Cases,150922,Italy,60551416
