init,r,r_error,additive_error,time,crps,scale
100,-0.01,0.01,-1,2,0.058063376756051166,log
100,-0.01,0.01,-1,3,0.08943836763739857,log
100,-0.01,0.01,-1,4,0.024156447667156192,log
100,-0.01,0.01,-10,1,0.28707489403392095,log
100,-0.01,0.01,-10,2,0.02532780194164634,log
100,-0.01,0.01,-10,3,0.032661010028172593,log
100,-0.01,0.01,-10,4,0.06464861716096615,log
100,-0.01,0.025,0,1,0.1281473746708408,log
100,-0.01,0.025,0,2,0.11018216184438559,log
100,-0.01,0.025,0,3,0.15619798570311452,log
100,-0.01,0.025,0,4,0.03323419745541798,log
100,-0.01,0.025,1,1,0.10186732199833723,log
100,-0.01,0.025,1,2,0.14845601399472824,log
100,-0.01,0.025,1,3,0.1901350881110992,log
100,-0.01,0.025,1,4,0.057429409105132674,log
100,-0.01,0.025,10,1,0.09628486471806197,log
100,-0.01,0.025,10,2,0.4403600063360938,log
100,-0.01,0.025,10,3,0.476042974373164,log
100,-0.01,0.025,10,4,0.3291840809397441,log
100,-0.01,0.025,-1,1,0.17135452658090647,log
100,-0.01,0.025,-1,2,0.07581207062887059,log
100,-0.01,0.025,-1,3,0.12027351846791429,log
100,-0.01,0.025,-1,4,0.024719165913160254,log
100,-0.01,0.025,-10,1,0.2710730769532379,log
100,-0.01,0.025,-10,2,0.026160925358573346,log
100,-0.01,0.025,-10,3,0.03923648990372368,log
100,-0.01,0.025,-10,4,0.051018516321984814,log
100,-0.01,0.05,0,1,0.04829129131468668,log
100,-0.01,0.05,0,2,0.20902704286972945,log
100,-0.01,0.05,0,3,0.26167948041935307,log
100,-0.01,0.05,0,4,0.11224965317886404,log
100,-0.01,0.05,1,1,0.028716565555886787,log
100,-0.01,0.05,1,2,0.24483193465176065,log
100,-0.01,0.05,1,3,0.286283448380562,log
100,-0.01,0.05,1,4,0.13518066862297393,log
100,-0.01,0.05,10,1,0.16900214321135837,log
100,-0.01,0.05,10,2,0.5155764436707803,log
100,-0.01,0.05,10,3,0.5568028834528712,log
100,-0.01,0.05,10,4,0.4069853178793784,log
100,-0.01,0.05,-1,1,0.07508204450752082,log
100,-0.01,0.05,-1,2,0.17844820344924411,log
100,-0.01,0.05,-1,3,0.2168070720816026,log
100,-0.01,0.05,-1,4,0.08015875256907269,log
100,-0.01,0.05,-10,1,0.24775946586529732,log
100,-0.01,0.05,-10,2,0.03258053842319435,log
100,-0.01,0.05,-10,3,0.053366986127920395,log
100,-0.01,0.05,-10,4,0.038441713063495836,log
100,-0.01,0.1,0,1,0.07685529973243468,log
100,-0.01,0.1,0,2,0.4128149294155424,log
100,-0.01,0.1,0,3,0.45590710382902055,log
100,-0.01,0.1,0,4,0.30745132149643356,log
100,-0.01,0.1,1,1,0.10205397328056048,log
100,-0.01,0.1,1,2,0.4456157172418284,log
100,-0.01,0.1,1,3,0.4905456146986246,log
100,-0.01,0.1,1,4,0.33550285008455427,log
100,-0.01,0.1,10,1,0.3219842675868077,log
100,-0.01,0.1,10,2,0.6680914047519441,log
100,-0.01,0.1,10,3,0.7073906698706607,log
100,-0.01,0.1,10,4,0.5580523349481061,log
100,-0.01,0.1,-1,1,0.05353349125289862,log
100,-0.01,0.1,-1,2,0.38738988330483487,log
100,-0.01,0.1,-1,3,0.4292424485986614,log
100,-0.01,0.1,-1,4,0.282878775656542,log
100,-0.01,0.1,-10,1,0.15350811603914377,log
100,-0.01,0.1,-10,2,0.08464861337317742,log
100,-0.01,0.1,-10,3,0.1225400866055155,log
100,-0.01,0.1,-10,4,0.02712790580342214,log
100,-0.01,-0.01,0,1,0.2051557029284954,log
100,-0.01,-0.01,0,2,0.051125763854387454,log
100,-0.01,-0.01,0,3,0.08813544644208532,log
100,-0.01,-0.01,0,4,0.026914157789059836,log
100,-0.01,-0.01,1,1,0.19396227721377404,log
100,-0.01,-0.01,1,2,0.0588099213582309,log
100,-0.01,-0.01,1,3,0.08978105477206866,log
100,-0.01,-0.01,1,4,0.02377186572505204,log
100,-0.01,-0.01,10,1,0.025782496903702917,log
100,-0.01,-0.01,10,2,0.330730240064777,log
100,-0.01,-0.01,10,3,0.37768257507359293,log
100,-0.01,-0.01,10,4,0.2222765300360988,log
100,-0.01,-0.01,-1,1,0.22000097765939736,log
100,-0.01,-0.01,-1,2,0.04482881297706587,log
100,-0.01,-0.01,-1,3,0.0767147261984272,log
100,-0.01,-0.01,-1,4,0.02662210183273171,log
100,-0.01,-0.01,-10,1,0.3131189840711595,log
100,-0.01,-0.01,-10,2,0.026691840403222054,log
100,-0.01,-0.01,-10,3,0.027684532111648466,log
100,-0.01,-0.01,-10,4,0.08292584944901932,log
100,-0.01,-0.025,0,1,0.22531806807013105,log
100,-0.01,-0.025,0,2,0.04426595917732165,log
100,-0.01,-0.025,0,3,0.06636470796444367,log
100,-0.01,-0.025,0,4,0.027440483043610492,log
100,-0.01,-0.025,1,1,0.21115334261258764,log
100,-0.01,-0.025,1,2,0.0523509870218419,log
100,-0.01,-0.025,1,3,0.07664043923136375,log
100,-0.01,-0.025,1,4,0.026212483507598923,log
100,-0.01,-0.025,10,1,0.021760546116854174,log
100,-0.01,-0.025,10,2,0.2863055971723696,log
100,-0.01,-0.025,10,3,0.3319516612228953,log
100,-0.01,-0.025,10,4,0.187023260002212,log
100,-0.01,-0.025,-1,1,0.23557110896180933,log
100,-0.01,-0.025,-1,2,0.04132023649823826,log
100,-0.01,-0.025,-1,3,0.060489504099264346,log
100,-0.01,-0.025,-1,4,0.0325911443320263,log
100,-0.01,-0.025,-10,1,0.3236020921548288,log
100,-0.01,-0.025,-10,2,0.03125279776049734,log
100,-0.01,-0.025,-10,3,0.024874146964482563,log
100,-0.01,-0.025,-10,4,0.09871711800314134,log
100,-0.01,-0.05,0,1,0.23808518714419502,log
100,-0.01,-0.05,0,2,0.03248981332246769,log
100,-0.01,-0.05,0,3,0.05551422957772456,log
100,-0.01,-0.05,0,4,0.036768739419343756,log
100,-0.01,-0.05,1,1,0.24109615226620063,log
100,-0.01,-0.05,1,2,0.034031807239488954,log
100,-0.01,-0.05,1,3,0.06304325348831913,log
100,-0.01,-0.05,1,4,0.033955963763193174,log
100,-0.01,-0.05,10,1,0.04161298703117539,log
100,-0.01,-0.05,10,2,0.22388156639888546,log
100,-0.01,-0.05,10,3,0.26820089090957555,log
100,-0.01,-0.05,10,4,0.11404688642547753,log
100,-0.01,-0.05,-1,1,0.26004871524552553,log
100,-0.01,-0.05,-1,2,0.029958281566476012,log
100,-0.01,-0.05,-1,3,0.05279293878261916,log
100,-0.01,-0.05,-1,4,0.046563868252102916,log
100,-0.01,-0.05,-10,1,0.35834513032681586,log
100,-0.01,-0.05,-10,2,0.04318466397304089,log
100,-0.01,-0.05,-10,3,0.02735111286082767,log
100,-0.01,-0.05,-10,4,0.1143127296550287,log
100,-0.01,-0.1,0,1,0.29439674417686995,log
100,-0.01,-0.1,0,2,0.025604847593807753,log
100,-0.01,-0.1,0,3,0.032965330351710544,log
100,-0.01,-0.1,0,4,0.06753343289899594,log
100,-0.01,-0.1,1,1,0.28809190048158495,log
100,-0.01,-0.1,1,2,0.02411036986636675,log
100,-0.01,-0.1,1,3,0.03536671979086879,log
100,-0.01,-0.1,1,4,0.06361064742018982,log
100,-0.01,-0.1,10,1,0.14514841803761128,log
100,-0.01,-0.1,10,2,0.09848057033629973,log
100,-0.01,-0.1,10,3,0.1385229911702322,log
100,-0.01,-0.1,10,4,0.03277237202561254,log
100,-0.01,-0.1,-1,1,0.30454268059283734,log
100,-0.01,-0.1,-1,2,0.02673112609320886,log
100,-0.01,-0.1,-1,3,0.027040507950650727,log
100,-0.01,-0.1,-1,4,0.08145134393483562,log
100,-0.01,-0.1,-10,1,0.41338253779532325,log
100,-0.01,-0.1,-10,2,0.07396875282335019,log
100,-0.01,-0.1,-10,3,0.04892465254162072,log
100,-0.01,-0.1,-10,4,0.1774556949851167,log
100,-0.1,0,1,1,0.02357402131328995,log
100,-0.1,0,1,2,0.11881659113268551,log
100,-0.1,0,1,3,0.03265624298000228,log
100,-0.1,0,1,4,0.043629103360085686,log
100,-0.1,0,10,1,0.09593526580312516,log
100,-0.1,0,10,2,0.02401200105279688,log
100,-0.1,0,10,3,0.1496658339794976,log
100,-0.1,0,10,4,0.17645614520310335,log
100,-0.1,0,-1,1,0.02816777134782394,log
100,-0.1,0,-1,2,0.1293649804642452,log
100,-0.1,0,-1,3,0.027599006575604847,log
100,-0.1,0,-1,4,0.036416624770644467,log
100,-0.1,0,-10,1,0.08213609826111215,log
100,-0.1,0,-10,2,0.24044255581224247,log
100,-0.1,0,-10,3,0.04499825117447499,log
100,-0.1,0,-10,4,0.03880087611977175,log
100,-0.1,0.01,0,1,0.024449891816595692,log
100,-0.1,0.01,0,2,0.11617650912988867,log
100,-0.1,0.01,0,3,0.03603168482008387,log
100,-0.1,0.01,0,4,0.042367756315243574,log
100,-0.1,0.01,1,1,0.025264416810998624,log
100,-0.1,0.01,1,2,0.10513374788604682,log
100,-0.1,0.01,1,3,0.037998998533824824,log
100,-0.1,0.01,1,4,0.05406689475735818,log
100,-0.1,0.01,10,1,0.12207209773702603,log
100,-0.1,0.01,10,2,0.02413174125567842,log
100,-0.1,0.01,10,3,0.17412811339576195,log
100,-0.1,0.01,10,4,0.20027777398467048,log
100,-0.1,0.01,-1,1,0.026316693589542806,log
100,-0.1,0.01,-1,2,0.12424372851805732,log
100,-0.1,0.01,-1,3,0.029136525212023128,log
100,-0.1,0.01,-1,4,0.036021319794846386,log
100,-0.1,0.01,-10,1,0.07693612462030631,log
100,-0.1,0.01,-10,2,0.2258587440774893,log
100,-0.1,0.01,-10,3,0.04467441568150903,log
100,-0.1,0.01,-10,4,0.032414891033376976,log
100,-0.1,0.025,0,1,0.024310983375336107,log
100,-0.1,0.025,0,2,0.10890383047990704,log
100,-0.1,0.025,0,3,0.040094319875523865,log
100,-0.1,0.025,0,4,0.052824413139820475,log
100,-0.1,0.025,1,1,0.025754190580283293,log
100,-0.1,0.025,1,2,0.09017577641799028,log
100,-0.1,0.025,1,3,0.04568300920246866,log
100,-0.1,0.025,1,4,0.05452746124817008,log
100,-0.1,0.025,10,1,0.1572453674104175,log
100,-0.1,0.025,10,2,0.034741419772777136,log
100,-0.1,0.025,10,3,0.21475001254790368,log
100,-0.1,0.025,10,4,0.23744874442828426,log
100,-0.1,0.025,-1,1,0.024228559773963484,log
100,-0.1,0.025,-1,2,0.11123738313350047,log
100,-0.1,0.025,-1,3,0.03416014690091897,log
100,-0.1,0.025,-1,4,0.044199315001365855,log
100,-0.1,0.025,-10,1,0.06401562720184144,log
100,-0.1,0.025,-10,2,0.20801829981700956,log
100,-0.1,0.025,-10,3,0.034227672959742224,log
100,-0.1,0.025,-10,4,0.029522270448721175,log
100,-0.1,0.05,0,1,0.02565278975922589,log
100,-0.1,0.05,0,2,0.08486729793209881,log
100,-0.1,0.05,0,3,0.05168112296524186,log
100,-0.1,0.05,0,4,0.06524557163603302,log
100,-0.1,0.05,1,1,0.032404580868174854,log
100,-0.1,0.05,1,2,0.07055665742189632,log
100,-0.1,0.05,1,3,0.05973882215749567,log
100,-0.1,0.05,1,4,0.07154794669592283,log
100,-0.1,0.05,10,1,0.2265850187770163,log
100,-0.1,0.05,10,2,0.07838251348810343,log
100,-0.1,0.05,10,3,0.280418021977999,log
100,-0.1,0.05,10,4,0.310181576477755,log
100,-0.1,0.05,-1,1,0.0281437159794772,log
100,-0.1,0.05,-1,2,0.0899610449832105,log
100,-0.1,0.05,-1,3,0.04628890140693406,log
100,-0.1,0.05,-1,4,0.05990861293903391,log
100,-0.1,0.05,-10,1,0.04772336619840887,log
100,-0.1,0.05,-10,2,0.18349274370363464,log
100,-0.1,0.05,-10,3,0.02702688788140133,log
100,-0.1,0.05,-10,4,0.02554028928538431,log
100,-0.1,0.1,0,1,0.049179586507359575,log
100,-0.1,0.1,0,2,0.05051486798571344,log
100,-0.1,0.1,0,3,0.08338943742343942,log
100,-0.1,0.1,0,4,0.10971553855411954,log
100,-0.1,0.1,1,1,0.07297587737991035,log
100,-0.1,0.1,1,2,0.029046331359376176,log
100,-0.1,0.1,1,3,0.12240695177664493,log
100,-0.1,0.1,1,4,0.14368846804793253,log
100,-0.1,0.1,10,1,0.372013764793444,log
100,-0.1,0.1,10,2,0.20373899683919033,log
100,-0.1,0.1,10,3,0.4277258003119713,log
100,-0.1,0.1,10,4,0.45021342989405716,log
100,-0.1,0.1,-1,1,0.04134879285058954,log
100,-0.1,0.1,-1,2,0.05342361535125727,log
100,-0.1,0.1,-1,3,0.07813716711846563,log
100,-0.1,0.1,-1,4,0.0974537096522834,log
100,-0.1,0.1,-10,1,0.02813864234454849,log
100,-0.1,0.1,-10,2,0.13125869409812313,log
100,-0.1,0.1,-10,3,0.029191245211334704,log
100,-0.1,0.1,-10,4,0.0366276253432988,log
100,-0.1,-0.01,0,1,0.02830193972993909,log
100,-0.1,-0.01,0,2,0.1307839501538296,log
100,-0.1,-0.01,0,3,0.030481963059378423,log
100,-0.1,-0.01,0,4,0.035505255371924345,log
100,-0.1,-0.01,1,1,0.02619497661519017,log
100,-0.1,-0.01,1,2,0.12671338454512876,log
100,-0.1,-0.01,1,3,0.02989345001828278,log
100,-0.1,-0.01,1,4,0.04035887061289332,log
100,-0.1,-0.01,10,1,0.07603496585390082,log
100,-0.1,-0.01,10,2,0.029289946721277105,log
100,-0.1,-0.01,10,3,0.12612579191298767,log
100,-0.1,-0.01,10,4,0.14299290068700582,log
100,-0.1,-0.01,-1,1,0.03164075695953743,log
100,-0.1,-0.01,-1,2,0.14201501213524917,log
100,-0.1,-0.01,-1,3,0.0249769960385927,log
100,-0.1,-0.01,-1,4,0.028944066211069763,log
100,-0.1,-0.01,-10,1,0.0972918692883764,log
100,-0.1,-0.01,-10,2,0.24200859173784972,log
100,-0.1,-0.01,-10,3,0.05562992953424501,log
100,-0.1,-0.01,-10,4,0.044319537945285606,log
100,-0.1,-0.025,0,1,0.0344059096828322,log
100,-0.1,-0.025,0,2,0.14769177758366345,log
100,-0.1,-0.025,0,3,0.02531661843520775,log
100,-0.1,-0.025,0,4,0.028674711470907246,log
100,-0.1,-0.025,1,1,0.030506738885959256,log
100,-0.1,-0.025,1,2,0.13544887315193757,log
100,-0.1,-0.025,1,3,0.026939398705115015,log
100,-0.1,-0.025,1,4,0.03459435175650545,log
100,-0.1,-0.025,10,1,0.05196907743169282,log
100,-0.1,-0.025,10,2,0.042283354174215367,log
100,-0.1,-0.025,10,3,0.0942431342418329,log
100,-0.1,-0.025,10,4,0.11275560084073669,log
100,-0.1,-0.025,-1,1,0.03735145185869274,log
100,-0.1,-0.025,-1,2,0.16564173759802417,log
100,-0.1,-0.025,-1,3,0.02650844631993499,log
100,-0.1,-0.025,-1,4,0.02663827270622318,log
100,-0.1,-0.025,-10,1,0.11427885269179154,log
100,-0.1,-0.025,-10,2,0.25988624491166606,log
100,-0.1,-0.025,-10,3,0.062286383706981883,log
100,-0.1,-0.025,-10,4,0.05198195964868851,log
100,-0.1,-0.05,0,1,0.04241170873156584,log
100,-0.1,-0.05,0,2,0.1739271691707847,log
100,-0.1,-0.05,0,3,0.026431912634402144,log
100,-0.1,-0.05,0,4,0.02457600813545119,log
100,-0.1,-0.05,1,1,0.03619273623157153,log
100,-0.1,-0.05,1,2,0.15820807771927844,log
100,-0.1,-0.05,1,3,0.025018936881969173,log
100,-0.1,-0.05,1,4,0.02773185183241375,log
100,-0.1,-0.05,10,1,0.03099485810769343,log
100,-0.1,-0.05,10,2,0.07327810689765057,log
100,-0.1,-0.05,10,3,0.058003279717776364,log
100,-0.1,-0.05,10,4,0.07440247754291326,log
100,-0.1,-0.05,-1,1,0.04798170186969361,log
100,-0.1,-0.05,-1,2,0.18076937453581937,log
100,-0.1,-0.05,-1,3,0.02809802408971715,log
100,-0.1,-0.05,-1,4,0.02514171337819477,log
100,-0.1,-0.05,-10,1,0.13173862558020152,log
100,-0.1,-0.05,-10,2,0.28833045546397446,log
100,-0.1,-0.05,-10,3,0.08515000038285218,log
100,-0.1,-0.05,-10,4,0.06826243631135273,log
100,-0.1,-0.1,0,1,0.07593803119683283,log
100,-0.1,-0.1,0,2,0.2192615597245067,log
100,-0.1,-0.1,0,3,0.03946045273919903,log
100,-0.1,-0.1,0,4,0.03026607432939565,log
100,-0.1,-0.1,1,1,0.06238861135469296,log
100,-0.1,-0.1,1,2,0.21225925850263933,log
100,-0.1,-0.1,1,3,0.035505105331095674,log
100,-0.1,-0.1,1,4,0.028553627574965584,log
100,-0.1,-0.1,10,1,0.022987080821024547,log
100,-0.1,-0.1,10,2,0.11518277752373722,log
100,-0.1,-0.1,10,3,0.03541065622872952,log
100,-0.1,-0.1,10,4,0.046273207059065895,log
100,-0.1,-0.1,-1,1,0.08096512036637481,log
100,-0.1,-0.1,-1,2,0.23043457285356939,log
100,-0.1,-0.1,-1,3,0.044643039304346294,log
100,-0.1,-0.1,-1,4,0.03340931364912186,log
100,-0.1,-0.1,-10,1,0.1891828131744731,log
100,-0.1,-0.1,-10,2,0.3479904253384663,log
100,-0.1,-0.1,-10,3,0.13097788633587432,log
100,-0.1,-0.1,-10,4,0.1083709071359731,log
100,0,0,1,1,2.9237880000000005,natural
100,0,0,1,2,14.307377,natural
100,0,0,1,3,2.423188,natural
100,0,0,1,4,5.393615,natural
100,0,0,10,1,32.772753,natural
100,0,0,10,2,48.738701,natural
100,0,0,10,3,28.771485000000002,natural
100,0,0,10,4,20.734142,natural
100,0,0,-1,1,2.5549720000000002,natural
100,0,0,-1,2,9.904104000000002,natural
100,0,0,-1,3,3.7999950000000005,natural
100,0,0,-1,4,9.545727999999999,natural
100,0,0,-10,1,6.600278,natural
100,0,0,-10,2,3.6466540000000007,natural
100,0,0,-10,3,9.775083,natural
100,0,0,-10,4,17.794777999999997,natural
100,0,0.01,0,1,2.6983070000000002,natural
100,0,0.01,0,2,14.639301000000001,natural
100,0,0.01,0,3,2.5086270000000006,natural
100,0,0.01,0,4,5.37287,natural
100,0,0.01,1,1,4.01658,natural
100,0,0.01,1,2,18.308696,natural
100,0,0.01,1,3,2.6135200000000003,natural
100,0,0.01,1,4,3.243199,natural
100,0,0.01,10,1,36.980854,natural
100,0,0.01,10,2,53.24727600000001,natural
100,0,0.01,10,3,32.94521,natural
100,0,0.01,10,4,24.723403,natural
100,0,0.01,-1,1,2.414943,natural
100,0,0.01,-1,2,10.801934000000001,natural
100,0,0.01,-1,3,3.1882310000000005,natural
100,0,0.01,-1,4,8.000354999999999,natural
100,0,0.01,-10,1,6.010017,natural
100,0,0.01,-10,2,4.2623370000000005,natural
100,0,0.01,-10,3,9.354788000000001,natural
100,0,0.01,-10,4,16.787633999999997,natural
100,0,0.025,0,1,6.023050000000001,natural
100,0,0.025,0,2,20.967959000000004,natural
100,0,0.025,0,3,3.6625550000000007,natural
100,0,0.025,0,4,2.6307740000000006,natural
100,0,0.025,1,1,8.243649000000001,natural
100,0,0.025,1,2,24.848484,natural
100,0,0.025,1,3,5.908295000000001,natural
100,0,0.025,1,4,2.5572950000000008,natural
100,0,0.025,10,1,42.162145,natural
100,0,0.025,10,2,59.485946000000006,natural
100,0,0.025,10,3,39.265389000000006,natural
100,0,0.025,10,4,30.260605000000005,natural
100,0,0.025,-1,1,3.984785000000001,natural
100,0,0.025,-1,2,16.533912,natural
100,0,0.025,-1,3,2.4452140000000004,natural
100,0,0.025,-1,4,4.396298,natural
100,0,0.025,-10,1,4.849991,natural
100,0,0.025,-10,2,4.716106000000001,natural
100,0,0.025,-10,3,7.95948,natural
100,0,0.025,-10,4,15.429718,natural
100,0,0.05,0,1,15.194895,natural
100,0,0.05,0,2,32.100773000000004,natural
100,0,0.05,0,3,11.349782000000001,natural
100,0,0.05,0,4,5.374337000000001,natural
100,0,0.05,1,1,18.767354000000005,natural
100,0,0.05,1,2,35.910075000000006,natural
100,0,0.05,1,3,14.905674000000001,natural
100,0,0.05,1,4,7.862224000000001,natural
100,0,0.05,10,1,54.846432,natural
100,0,0.05,10,2,71.59197900000001,natural
100,0,0.05,10,3,50.13783600000001,natural
100,0,0.05,10,4,41.802791000000006,natural
100,0,0.05,-1,1,12.024543000000001,natural
100,0,0.05,-1,2,28.286690000000004,natural
100,0,0.05,-1,3,8.164266000000001,natural
100,0,0.05,-1,4,3.5951990000000005,natural
100,0,0.05,-10,1,3.6772290000000005,natural
100,0,0.05,-10,2,6.832345000000001,natural
100,0,0.05,-10,3,6.241405,natural
100,0,0.05,-10,4,12.485610999999999,natural
100,0,0.1,0,1,41.169198,natural
100,0,0.1,0,2,58.66582900000001,natural
100,0,0.1,0,3,37.434954000000005,natural
100,0,0.1,0,4,29.506253,natural
100,0,0.1,1,1,46.029628,natural
100,0,0.1,1,2,61.360111,natural
100,0,0.1,1,3,40.944491,natural
100,0,0.1,1,4,32.701646000000004,natural
100,0,0.1,10,1,79.41247,natural
100,0,0.1,10,2,98.24138900000001,natural
100,0,0.1,10,3,75.63751500000001,natural
100,0,0.1,10,4,69.2757,natural
100,0,0.1,-1,1,37.940919,natural
100,0,0.1,-1,2,54.646038000000004,natural
100,0,0.1,-1,3,33.948919000000004,natural
100,0,0.1,-1,4,25.698038,natural
100,0,0.1,-10,1,4.303445000000001,natural
100,0,0.1,-10,2,19.117668000000002,natural
100,0,0.1,-10,3,3.320195000000001,natural
100,0,0.1,-10,4,3.067358,natural
100,0,-0.01,0,1,2.489021,natural
100,0,-0.01,0,2,9.941817,natural
100,0,-0.01,0,3,4.020779,natural
100,0,-0.01,0,4,9.027545,natural
100,0,-0.01,1,1,2.3456630000000005,natural
100,0,-0.01,1,2,10.550217,natural
100,0,-0.01,1,3,3.5032020000000004,natural
100,0,-0.01,1,4,8.35108,natural
100,0,-0.01,10,1,27.795115000000003,natural
100,0,-0.01,10,2,45.691339,natural
100,0,-0.01,10,3,24.567693000000002,natural
100,0,-0.01,10,4,16.415664,natural
100,0,-0.01,-1,1,2.8602630000000002,natural
100,0,-0.01,-1,2,9.315408000000001,natural
100,0,-0.01,-1,3,4.084557,natural
100,0,-0.01,-1,4,10.429844,natural
100,0,-0.01,-10,1,7.482295000000001,natural
100,0,-0.01,-10,2,3.3032530000000007,natural
100,0,-0.01,-10,3,11.282892,natural
100,0,-0.01,-10,4,18.686967,natural
100,0,-0.025,0,1,3.008595,natural
100,0,-0.025,0,2,8.506141000000001,natural
100,0,-0.025,0,3,4.589456,natural
100,0,-0.025,0,4,10.572208999999999,natural
100,0,-0.025,1,1,2.5017310000000004,natural
100,0,-0.025,1,2,9.084831,natural
100,0,-0.025,1,3,3.942897,natural
100,0,-0.025,1,4,9.60062,natural
100,0,-0.025,10,1,23.119705000000003,natural
100,0,-0.025,10,2,40.384706,natural
100,0,-0.025,10,3,19.76493,natural
100,0,-0.025,10,4,11.733491000000003,natural
100,0,-0.025,-1,1,2.9606470000000003,natural
100,0,-0.025,-1,2,7.809533000000001,natural
100,0,-0.025,-1,3,4.990177,natural
100,0,-0.025,-1,4,11.436437,natural
100,0,-0.025,-10,1,9.246165,natural
100,0,-0.025,-10,2,2.5366280000000008,natural
100,0,-0.025,-10,3,12.507186,natural
100,0,-0.025,-10,4,20.176915,natural
100,0,-0.05,0,1,3.7344180000000002,natural
100,0,-0.05,0,2,6.6948550000000004,natural
100,0,-0.05,0,3,6.057578,natural
100,0,-0.05,0,4,12.859071,natural
100,0,-0.05,1,1,3.2633320000000006,natural
100,0,-0.05,1,2,8.026739000000001,natural
100,0,-0.05,1,3,4.937327000000001,natural
100,0,-0.05,1,4,12.100966000000001,natural
100,0,-0.05,10,1,14.402624000000001,natural
100,0,-0.05,10,2,31.585627000000002,natural
100,0,-0.05,10,3,11.090380000000001,natural
100,0,-0.05,10,4,5.213275,natural
100,0,-0.05,-1,1,4.226275,natural
100,0,-0.05,-1,2,6.3555470000000005,natural
100,0,-0.05,-1,3,6.939304,natural
100,0,-0.05,-1,4,13.057792,natural
100,0,-0.05,-10,1,10.787231,natural
100,0,-0.05,-10,2,2.2531900000000005,natural
100,0,-0.05,-10,3,15.278224,natural
100,0,-0.05,-10,4,22.308556,natural
100,0,-0.1,0,1,6.516945,natural
100,0,-0.1,0,2,3.9553510000000007,natural
100,0,-0.1,0,3,9.416238,natural
100,0,-0.1,0,4,17.053727,natural
100,0,-0.1,1,1,5.871487,natural
100,0,-0.1,1,2,4.440977000000001,natural
100,0,-0.1,1,3,8.775501,natural
100,0,-0.1,1,4,16.774894,natural
100,0,-0.1,10,1,3.7644160000000007,natural
100,0,-0.1,10,2,17.214098000000003,natural
100,0,-0.1,10,3,2.7269740000000007,natural
100,0,-0.1,10,4,3.9176400000000005,natural
100,0,-0.1,-1,1,7.318932,natural
100,0,-0.1,-1,2,3.3590060000000004,natural
100,0,-0.1,-1,3,10.599669,natural
100,0,-0.1,-1,4,18.499006,natural
100,0,-0.1,-10,1,15.088143,natural
100,0,-0.1,-10,2,2.614427,natural
100,0,-0.1,-10,3,19.198548,natural
100,0,-0.1,-10,4,27.190025,natural
100,0.01,0,1,1,5.044882,natural
100,0.01,0,1,2,9.080786,natural
100,0.01,0,1,3,13.431480000000002,natural
100,0.01,0,1,4,3.7429380000000005,natural
100,0.01,0,10,1,38.40151,natural
100,0.01,0,10,2,43.982286,natural
100,0.01,0,10,3,49.25612400000001,natural
100,0.01,0,10,4,35.97535,natural
100,0.01,0,-1,1,2.5072100000000006,natural
100,0.01,0,-1,2,3.5996730000000006,natural
100,0.01,0,-1,3,6.675737000000001,natural
100,0.01,0,-1,4,2.411804,natural
100,0.01,0,-10,1,4.88508,natural
100,0.01,0,-10,2,2.5876010000000003,natural
100,0.01,0,-10,3,2.3425100000000003,natural
100,0.01,0,-10,4,6.732029,natural
100,0.01,0.01,0,1,5.475148000000001,natural
100,0.01,0.01,0,2,9.163482,natural
100,0.01,0.01,0,3,14.384263,natural
100,0.01,0.01,0,4,3.6312460000000004,natural
100,0.01,0.01,1,1,8.332625,natural
100,0.01,0.01,1,2,12.805394,natural
100,0.01,0.01,1,3,17.194282000000005,natural
100,0.01,0.01,1,4,5.888582,natural
100,0.01,0.01,10,1,43.365612,natural
100,0.01,0.01,10,2,47.596413,natural
100,0.01,0.01,10,3,52.827493000000004,natural
100,0.01,0.01,10,4,38.646945,natural
100,0.01,0.01,-1,1,3.6098060000000007,natural
100,0.01,0.01,-1,2,5.968636000000001,natural
100,0.01,0.01,-1,3,10.019769,natural
100,0.01,0.01,-1,4,2.6334840000000006,natural
100,0.01,0.01,-10,1,4.531185000000001,natural
100,0.01,0.01,-10,2,2.3887940000000003,natural
100,0.01,0.01,-10,3,2.6907120000000004,natural
100,0.01,0.01,-10,4,6.222088,natural
100,0.01,0.025,0,1,10.64886,natural
100,0.01,0.025,0,2,15.461469000000001,natural
100,0.01,0.025,0,3,20.029716,natural
100,0.01,0.025,0,4,7.605137000000001,natural
100,0.01,0.025,1,1,13.735226,natural
100,0.01,0.025,1,2,18.895889000000004,natural
100,0.01,0.025,1,3,23.748223000000003,natural
100,0.01,0.025,1,4,11.732273000000001,natural
100,0.01,0.025,10,1,48.788461000000005,natural
100,0.01,0.025,10,2,53.980174,natural
100,0.01,0.025,10,3,59.362278,natural
100,0.01,0.025,10,4,45.768508000000004,natural
100,0.01,0.025,-1,1,7.215338000000001,natural
100,0.01,0.025,-1,2,11.509682000000002,natural
100,0.01,0.025,-1,3,16.172337000000002,natural
100,0.01,0.025,-1,4,5.390212000000001,natural
100,0.01,0.025,-10,1,3.55763,natural
100,0.01,0.025,-10,2,2.332771,natural
100,0.01,0.025,-10,3,3.1363500000000006,natural
100,0.01,0.025,-10,4,5.218771,natural
100,0.01,0.05,0,1,21.645409,natural
100,0.01,0.05,0,2,26.670054,natural
